filename,notes,authors,licenses,url1,url2,url3,url4,url5,status
body/child/tanned_2.png,,"kheftel, Stephen Challener (Redshrike), Nila122, Matthew Krohn (makrohn), Marcel van de Steeg (MadMarcel)",CC-BY-SA 3.0,https://opengameart.org/content/lpc-child-standing-template,https://opengameart.org/content/lpc-children-walk-animation,,,,OK
legs/skirts/child/maroon.png,,Nila122,"CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-clothes-for-children,,,,,OK
torso/clothes/shirt/child/pink.png,,Nila122,"CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-clothes-for-children,,,,,OK
hair/curly/child/darkblonde.png,,Nila122,"CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-clothes-for-children,,,,,OK